r,g,b,count,percent,hex_rgb
232,221,221,11,0.0028801542,#E8DDDD
247,225,225,11,0.0028801542,#F7E1E1
247,214,214,11,0.0028801542,#F7D6D6
247,204,204,11,0.0028801542,#F7CCCC
247,162,162,11,0.0028801542,#F7A2A2
247,145,145,11,0.0028801542,#F79191
247,143,143,11,0.0028801542,#F78F8F
247,126,126,11,0.0028801542,#F77E7E
247,125,125,11,0.0028801542,#F77D7D
247,96,96,11,0.0028801542,#F76060
247,91,91,11,0.0028801542,#F75B5B
247,88,88,11,0.0028801542,#F75858
247,76,76,11,0.0028801542,#F74C4C
247,54,54,11,0.0028801542,#F73636
247,49,49,11,0.0028801542,#F73131
247,41,41,11,0.0028801542,#F72929
247,39,39,11,0.0028801542,#F72727
247,31,31,11,0.0028801542,#F71F1F
247,21,21,11,0.0028801542,#F71515
247,15,15,11,0.0028801542,#F70F0F
195,188,188,11,0.0028801542,#C3BCBC
247,123,123,11,0.0028801542,#F77B7B
148,145,145,11,0.0028801542,#949191
139,136,136,11,0.0028801542,#8B8888
197,190,190,11,0.0028801542,#C5BEBE
204,197,197,11,0.0028801542,#CCC5C5
182,177,177,11,0.0028801542,#B6B1B1
245,86,86,11,0.0028801542,#F55656
169,167,167,11,0.0028801542,#A9A7A7
217,210,210,11,0.0028801542,#D9D2D2
219,212,212,11,0.0028801542,#DBD4D4
174,172,172,11,0.0028801542,#AEACAC
180,178,178,11,0.0028801542,#B4B2B2
222,215,215,11,0.0028801542,#DED7D7
228,219,219,11,0.0028801542,#E4DBDB
243,213,213,11,0.0028801542,#F3D5D5
243,204,204,11,0.0028801542,#F3CCCC
243,198,198,11,0.0028801542,#F3C6C6
243,185,185,11,0.0028801542,#F3B9B9
243,148,148,11,0.0028801542,#F39494
243,143,143,11,0.0028801542,#F38F8F
243,111,111,11,0.0028801542,#F36F6F
243,106,106,11,0.0028801542,#F36A6A
243,87,87,11,0.0028801542,#F35757
243,82,82,11,0.0028801542,#F35252
243,50,50,11,0.0028801542,#F33232
210,204,204,11,0.0028801542,#D2CCCC
193,190,190,11,0.0028801542,#C1BEBE
206,204,204,11,0.0028801542,#CECCCC
241,216,216,11,0.0028801542,#F1D8D8
241,214,214,11,0.0028801542,#F1D6D6
241,173,173,11,0.0028801542,#F1ADAD
241,167,167,11,0.0028801542,#F1A7A7
241,29,29,11,0.0028801542,#F11D1D
211,208,208,11,0.0028801542,#D3D0D0
230,222,222,11,0.0028801542,#E6DEDE
216,214,214,11,0.0028801542,#D8D6D6
229,222,222,11,0.0028801542,#E5DEDE
239,217,217,11,0.0028801542,#EFD9D9
239,212,212,11,0.0028801542,#EFD4D4
239,75,75,11,0.0028801542,#EF4B4B
238,186,186,11,0.0028801542,#EEBABA
238,184,184,11,0.0028801542,#EEB8B8
238,173,173,11,0.0028801542,#EEADAD
238,168,168,11,0.0028801542,#EEA8A8
238,159,159,11,0.0028801542,#EE9F9F
238,156,156,11,0.0028801542,#EE9C9C
238,147,147,11,0.0028801542,#EE9393
238,145,145,11,0.0028801542,#EE9191
238,129,129,11,0.0028801542,#EE8181
238,122,122,11,0.0028801542,#EE7A7A
238,97,97,11,0.0028801542,#EE6161
238,90,90,11,0.0028801542,#EE5A5A
238,85,85,11,0.0028801542,#EE5555
238,65,65,11,0.0028801542,#EE4141
238,52,52,11,0.0028801542,#EE3434
238,49,49,11,0.0028801542,#EE3131
238,22,22,11,0.0028801542,#EE1616
238,8,8,11,0.0028801542,#EE0808
229,227,227,11,0.0028801542,#E5E3E3
236,167,167,11,0.0028801542,#ECA7A7
236,164,164,11,0.0028801542,#ECA4A4
236,95,95,11,0.0028801542,#EC5F5F
236,45,45,11,0.0028801542,#EC2D2D
236,33,33,11,0.0028801542,#EC2121
236,8,8,11,0.0028801542,#EC0808
235,215,215,11,0.0028801542,#EBD7D7
235,199,199,11,0.0028801542,#EBC7C7
235,192,192,11,0.0028801542,#EBC0C0
235,174,174,11,0.0028801542,#EBAEAE
235,166,166,11,0.0028801542,#EBA6A6
235,161,161,11,0.0028801542,#EBA1A1
235,150,150,11,0.0028801542,#EB9696
235,143,143,11,0.0028801542,#EB8F8F
235,138,138,11,0.0028801542,#EB8A8A
235,121,121,11,0.0028801542,#EB7979
235,103,103,11,0.0028801542,#EB6767
235,93,93,11,0.0028801542,#EB5D5D
235,75,75,11,0.0028801542,#EB4B4B
235,55,55,11,0.0028801542,#EB3737
234,182,182,11,0.0028801542,#EAB6B6
234,159,159,11,0.0028801542,#EA9F9F
234,148,148,11,0.0028801542,#EA9494
234,137,137,11,0.0028801542,#EA8989
234,114,114,11,0.0028801542,#EA7272
231,205,205,11,0.0028801542,#E7CDCD
231,198,198,11,0.0028801542,#E7C6C6
231,195,195,11,0.0028801542,#E7C3C3
231,170,170,11,0.0028801542,#E7AAAA
231,166,166,11,0.0028801542,#E7A6A6
231,137,137,11,0.0028801542,#E78989
231,130,130,11,0.0028801542,#E78282
231,46,46,11,0.0028801542,#E72E2E
231,37,37,11,0.0028801542,#E72525
231,28,28,11,0.0028801542,#E71C1C
231,17,17,11,0.0028801542,#E71111
231,8,8,11,0.0028801542,#E70808
230,215,215,11,0.0028801542,#E6D7D7
230,209,209,11,0.0028801542,#E6D1D1
230,180,180,11,0.0028801542,#E6B4B4
230,175,175,11,0.0028801542,#E6AFAF
230,167,167,11,0.0028801542,#E6A7A7
230,158,158,11,0.0028801542,#E69E9E
230,156,156,11,0.0028801542,#E69C9C
230,154,154,11,0.0028801542,#E69A9A
230,142,142,11,0.0028801542,#E68E8E
230,135,135,11,0.0028801542,#E68787
230,130,130,11,0.0028801542,#E68282
230,107,107,11,0.0028801542,#E66B6B
230,69,69,11,0.0028801542,#E64545
230,5,5,11,0.0028801542,#E60505
228,206,206,11,0.0028801542,#E4CECE
228,134,134,11,0.0028801542,#E48686
228,125,125,11,0.0028801542,#E47D7D
228,90,90,11,0.0028801542,#E45A5A
228,65,65,11,0.0028801542,#E44141
228,154,154,11,0.0028801542,#E49A9A
228,145,145,11,0.0028801542,#E49191
228,71,71,11,0.0028801542,#E44747
228,62,62,11,0.0028801542,#E43E3E
228,38,38,11,0.0028801542,#E42626
226,192,192,11,0.0028801542,#E2C0C0
226,180,180,11,0.0028801542,#E2B4B4
226,109,109,11,0.0028801542,#E26D6D
226,89,89,11,0.0028801542,#E25959
226,56,56,11,0.0028801542,#E23838
226,47,47,11,0.0028801542,#E22F2F
226,32,32,11,0.0028801542,#E22020
226,21,21,11,0.0028801542,#E21515
226,8,8,11,0.0028801542,#E20808
226,206,206,11,0.0028801542,#E2CECE
226,191,191,11,0.0028801542,#E2BFBF
226,160,160,11,0.0028801542,#E2A0A0
226,155,155,11,0.0028801542,#E29B9B
222,89,89,11,0.0028801542,#DE5959
219,197,197,11,0.0028801542,#DBC5C5
219,180,180,11,0.0028801542,#DBB4B4
219,162,162,11,0.0028801542,#DBA2A2
219,134,134,11,0.0028801542,#DB8686
219,129,129,11,0.0028801542,#DB8181
219,118,118,11,0.0028801542,#DB7676
219,92,92,11,0.0028801542,#DB5C5C
219,76,76,11,0.0028801542,#DB4C4C
219,34,34,11,0.0028801542,#DB2222
219,16,16,11,0.0028801542,#DB1010
218,200,200,11,0.0028801542,#DAC8C8
218,196,196,11,0.0028801542,#DAC4C4
218,183,183,11,0.0028801542,#DAB7B7
218,143,143,11,0.0028801542,#DA8F8F
218,120,120,11,0.0028801542,#DA7878
218,116,116,11,0.0028801542,#DA7474
217,154,154,11,0.0028801542,#D99A9A
217,87,87,11,0.0028801542,#D95757
217,81,81,11,0.0028801542,#D95151
216,200,200,11,0.0028801542,#D8C8C8
216,160,160,11,0.0028801542,#D8A0A0
216,81,81,11,0.0028801542,#D85151
216,187,187,11,0.0028801542,#D8BBBB
215,193,193,11,0.0028801542,#D7C1C1
215,186,186,11,0.0028801542,#D7BABA
215,172,172,11,0.0028801542,#D7ACAC
215,164,164,11,0.0028801542,#D7A4A4
215,156,156,11,0.0028801542,#D79C9C
215,148,148,11,0.0028801542,#D79494
215,131,131,11,0.0028801542,#D78383
215,117,117,11,0.0028801542,#D77575
215,113,113,11,0.0028801542,#D77171
215,106,106,11,0.0028801542,#D76A6A
215,81,81,11,0.0028801542,#D75151
215,80,80,11,0.0028801542,#D75050
215,61,61,11,0.0028801542,#D73D3D
215,57,57,11,0.0028801542,#D73939
215,43,43,11,0.0028801542,#D72B2B
215,26,26,11,0.0028801542,#D71A1A
215,24,24,11,0.0028801542,#D71818
215,19,19,11,0.0028801542,#D71313
214,168,168,11,0.0028801542,#D6A8A8
214,128,128,11,0.0028801542,#D68080
214,90,90,11,0.0028801542,#D65A5A
214,70,70,11,0.0028801542,#D64646
213,206,206,11,0.0028801542,#D5CECE
213,181,181,11,0.0028801542,#D5B5B5
213,175,175,11,0.0028801542,#D5AFAF
213,165,165,11,0.0028801542,#D5A5A5
213,132,132,11,0.0028801542,#D58484
213,126,126,11,0.0028801542,#D57E7E
213,93,93,11,0.0028801542,#D55D5D
213,87,87,11,0.0028801542,#D55757
213,83,83,11,0.0028801542,#D55353
213,54,54,11,0.0028801542,#D53636
213,9,9,11,0.0028801542,#D50909
211,197,197,11,0.0028801542,#D3C5C5
211,167,167,11,0.0028801542,#D3A7A7
211,163,163,11,0.0028801542,#D3A3A3
211,137,137,11,0.0028801542,#D38989
211,85,85,11,0.0028801542,#D35555
211,68,68,11,0.0028801542,#D34444
211,53,53,11,0.0028801542,#D33535
211,33,33,11,0.0028801542,#D32121
211,29,29,11,0.0028801542,#D31D1D
211,25,25,11,0.0028801542,#D31919
211,15,15,11,0.0028801542,#D30F0F
211,8,8,11,0.0028801542,#D30808
211,179,179,11,0.0028801542,#D3B3B3
211,168,168,11,0.0028801542,#D3A8A8
211,42,42,11,0.0028801542,#D32A2A
211,38,38,11,0.0028801542,#D32626
211,3,3,11,0.0028801542,#D30303
210,70,70,11,0.0028801542,#D24646
209,194,194,11,0.0028801542,#D1C2C2
209,185,185,11,0.0028801542,#D1B9B9
209,128,128,11,0.0028801542,#D18080
209,96,96,11,0.0028801542,#D16060
209,17,17,11,0.0028801542,#D11111
209,3,3,11,0.0028801542,#D10303
209,207,207,11,0.0028801542,#D1CFCF
209,22,22,11,0.0028801542,#D11616
209,20,20,11,0.0028801542,#D11414
208,193,193,11,0.0028801542,#D0C1C1
208,172,172,11,0.0028801542,#D0ACAC
208,169,169,11,0.0028801542,#D0A9A9
208,151,151,11,0.0028801542,#D09797
208,136,136,11,0.0028801542,#D08888
208,132,132,11,0.0028801542,#D08484
208,125,125,11,0.0028801542,#D07D7D
208,107,107,11,0.0028801542,#D06B6B
208,20,20,11,0.0028801542,#D01414
207,191,191,11,0.0028801542,#CFBFBF
207,165,165,11,0.0028801542,#CFA5A5
207,156,156,11,0.0028801542,#CF9C9C
207,117,117,11,0.0028801542,#CF7575
207,109,109,11,0.0028801542,#CF6D6D
207,105,105,11,0.0028801542,#CF6969
207,87,87,11,0.0028801542,#CF5757
207,83,83,11,0.0028801542,#CF5353
207,20,20,11,0.0028801542,#CF1414
207,6,6,11,0.0028801542,#CF0606
206,185,185,11,0.0028801542,#CEB9B9
206,151,151,11,0.0028801542,#CE9797
206,147,147,11,0.0028801542,#CE9393
206,135,135,11,0.0028801542,#CE8787
206,131,131,11,0.0028801542,#CE8383
206,113,113,11,0.0028801542,#CE7171
206,112,112,11,0.0028801542,#CE7070
206,109,109,11,0.0028801542,#CE6D6D
206,102,102,11,0.0028801542,#CE6666
206,87,87,11,0.0028801542,#CE5757
206,86,86,11,0.0028801542,#CE5656
206,82,82,11,0.0028801542,#CE5252
206,78,78,11,0.0028801542,#CE4E4E
206,56,56,11,0.0028801542,#CE3838
206,11,11,11,0.0028801542,#CE0B0B
204,195,195,11,0.0028801542,#CCC3C3
204,187,187,11,0.0028801542,#CCBBBB
204,162,162,11,0.0028801542,#CCA2A2
204,133,133,11,0.0028801542,#CC8585
204,130,130,11,0.0028801542,#CC8282
204,110,110,11,0.0028801542,#CC6E6E
204,81,81,11,0.0028801542,#CC5151
204,19,19,11,0.0028801542,#CC1313
204,15,15,11,0.0028801542,#CC0F0F
204,11,11,11,0.0028801542,#CC0B0B
204,7,7,11,0.0028801542,#CC0707
204,3,3,11,0.0028801542,#CC0303
203,172,172,11,0.0028801542,#CBACAC
203,168,168,11,0.0028801542,#CBA8A8
203,165,165,11,0.0028801542,#CBA5A5
203,161,161,11,0.0028801542,#CBA1A1
203,158,158,11,0.0028801542,#CB9E9E
203,126,126,11,0.0028801542,#CB7E7E
203,122,122,11,0.0028801542,#CB7A7A
203,105,105,11,0.0028801542,#CB6969
203,104,104,11,0.0028801542,#CB6868
203,102,102,11,0.0028801542,#CB6666
203,98,98,11,0.0028801542,#CB6262
203,61,61,11,0.0028801542,#CB3D3D
202,149,149,11,0.0028801542,#CA9595
202,120,120,11,0.0028801542,#CA7878
202,97,97,11,0.0028801542,#CA6161
202,93,93,11,0.0028801542,#CA5D5D
202,89,89,11,0.0028801542,#CA5959
202,85,85,11,0.0028801542,#CA5555
202,62,62,11,0.0028801542,#CA3E3E
202,36,36,11,0.0028801542,#CA2424
201,172,172,11,0.0028801542,#C9ACAC
201,142,142,11,0.0028801542,#C98E8E
201,105,105,11,0.0028801542,#C96969
201,101,101,11,0.0028801542,#C96565
201,93,93,11,0.0028801542,#C95D5D
201,89,89,11,0.0028801542,#C95959
201,84,84,11,0.0028801542,#C95454
201,80,80,11,0.0028801542,#C95050
201,76,76,11,0.0028801542,#C94C4C
201,51,51,11,0.0028801542,#C93333
201,47,47,11,0.0028801542,#C92F2F
201,40,40,11,0.0028801542,#C92828
201,33,33,11,0.0028801542,#C92121
201,29,29,11,0.0028801542,#C91D1D
201,25,25,11,0.0028801542,#C91919
201,18,18,11,0.0028801542,#C91212
200,113,113,11,0.0028801542,#C87171
199,168,168,11,0.0028801542,#C7A8A8
199,164,164,11,0.0028801542,#C7A4A4
199,135,135,11,0.0028801542,#C78787
199,133,133,11,0.0028801542,#C78585
199,128,128,11,0.0028801542,#C78080
199,96,96,11,0.0028801542,#C76060
199,28,28,11,0.0028801542,#C71C1C
199,24,24,11,0.0028801542,#C71818
199,20,20,11,0.0028801542,#C71414
199,7,7,11,0.0028801542,#C70707
199,3,3,11,0.0028801542,#C70303
198,161,161,11,0.0028801542,#C6A1A1
197,180,180,11,0.0028801542,#C5B4B4
197,171,171,11,0.0028801542,#C5ABAB
197,141,141,11,0.0028801542,#C58D8D
197,134,134,11,0.0028801542,#C58686
197,128,128,11,0.0028801542,#C58080
197,39,39,11,0.0028801542,#C52727
197,20,20,11,0.0028801542,#C51414
197,12,12,11,0.0028801542,#C50C0C
197,3,3,11,0.0028801542,#C50303
196,170,170,11,0.0028801542,#C4AAAA
196,166,166,11,0.0028801542,#C4A6A6
196,157,157,11,0.0028801542,#C49D9D
196,134,134,11,0.0028801542,#C48686
196,123,123,11,0.0028801542,#C47B7B
195,179,179,11,0.0028801542,#C3B3B3
195,123,123,11,0.0028801542,#C37B7B
195,61,61,11,0.0028801542,#C33D3D
195,31,31,11,0.0028801542,#C31F1F
195,16,16,11,0.0028801542,#C31010
195,28,28,11,0.0028801542,#C31C1C
194,174,174,11,0.0028801542,#C2AEAE
194,136,136,11,0.0028801542,#C28888
194,32,32,11,0.0028801542,#C22020
194,24,24,11,0.0028801542,#C21818
194,10,10,11,0.0028801542,#C20A0A
194,2,2,11,0.0028801542,#C20202
194,151,151,11,0.0028801542,#C29797
193,178,178,11,0.0028801542,#C1B2B2
193,171,171,11,0.0028801542,#C1ABAB
193,93,93,11,0.0028801542,#C15D5D
193,48,48,11,0.0028801542,#C13030
193,28,28,11,0.0028801542,#C11C1C
193,19,19,11,0.0028801542,#C11313
193,183,183,11,0.0028801542,#C1B7B7
193,159,159,11,0.0028801542,#C19F9F
193,157,157,11,0.0028801542,#C19D9D
192,187,187,11,0.0028801542,#C0BBBB
192,76,76,11,0.0028801542,#C04C4C
192,31,31,11,0.0028801542,#C01F1F
192,2,2,11,0.0028801542,#C00202
192,171,171,11,0.0028801542,#C0ABAB
192,165,165,11,0.0028801542,#C0A5A5
192,163,163,11,0.0028801542,#C0A3A3
192,134,134,11,0.0028801542,#C08686
192,42,42,11,0.0028801542,#C02A2A
192,27,27,11,0.0028801542,#C01B1B
192,8,8,11,0.0028801542,#C00808
192,3,3,11,0.0028801542,#C00303
191,142,142,11,0.0028801542,#BF8E8E
191,65,65,11,0.0028801542,#BF4141
191,60,60,11,0.0028801542,#BF3C3C
190,180,180,11,0.0028801542,#BEB4B4
190,169,169,11,0.0028801542,#BEA9A9
190,140,140,11,0.0028801542,#BE8C8C
190,56,56,11,0.0028801542,#BE3838
189,173,173,11,0.0028801542,#BDADAD
189,172,172,11,0.0028801542,#BDACAC
189,168,168,11,0.0028801542,#BDA8A8
189,159,159,11,0.0028801542,#BD9F9F
189,144,144,11,0.0028801542,#BD9090
189,143,143,11,0.0028801542,#BD8F8F
189,142,142,11,0.0028801542,#BD8E8E
189,139,139,11,0.0028801542,#BD8B8B
189,135,135,11,0.0028801542,#BD8787
189,97,97,11,0.0028801542,#BD6161
189,74,74,11,0.0028801542,#BD4A4A
189,41,41,11,0.0028801542,#BD2929
189,27,27,11,0.0028801542,#BD1B1B
189,4,4,11,0.0028801542,#BD0404
189,176,176,11,0.0028801542,#BDB0B0
189,34,34,11,0.0028801542,#BD2222
188,186,186,11,0.0028801542,#BCBABA
188,133,133,11,0.0028801542,#BC8585
188,130,130,11,0.0028801542,#BC8282
188,110,110,11,0.0028801542,#BC6E6E
188,99,99,11,0.0028801542,#BC6363
187,128,128,11,0.0028801542,#BB8080
187,29,29,11,0.0028801542,#BB1D1D
186,162,162,11,0.0028801542,#BAA2A2
186,135,135,11,0.0028801542,#BA8787
186,127,127,11,0.0028801542,#BA7F7F
186,125,125,11,0.0028801542,#BA7D7D
186,96,96,11,0.0028801542,#BA6060
186,95,95,11,0.0028801542,#BA5F5F
186,92,92,11,0.0028801542,#BA5C5C
186,70,70,11,0.0028801542,#BA4646
186,40,40,11,0.0028801542,#BA2828
186,23,23,11,0.0028801542,#BA1717
186,7,7,11,0.0028801542,#BA0707
186,2,2,11,0.0028801542,#BA0202
185,172,172,11,0.0028801542,#B9ACAC
185,135,135,11,0.0028801542,#B98787
185,48,48,11,0.0028801542,#B93030
185,9,9,11,0.0028801542,#B90909
184,175,175,11,0.0028801542,#B8AFAF
184,117,117,11,0.0028801542,#B87575
184,112,112,11,0.0028801542,#B87070
184,101,101,11,0.0028801542,#B86565
183,96,96,11,0.0028801542,#B76060
182,169,169,11,0.0028801542,#B6A9A9
182,22,22,11,0.0028801542,#B61616
182,15,15,11,0.0028801542,#B60F0F
181,134,134,11,0.0028801542,#B58686
181,89,89,11,0.0028801542,#B55959
181,44,44,11,0.0028801542,#B52C2C
181,37,37,11,0.0028801542,#B52525
181,26,26,11,0.0028801542,#B51A1A
181,9,9,11,0.0028801542,#B50909
181,2,2,11,0.0028801542,#B50202
180,171,171,11,0.0028801542,#B4ABAB
180,2,2,11,0.0028801542,#B40202
179,5,5,11,0.0028801542,#B30505
178,150,150,11,0.0028801542,#B29696
178,129,129,11,0.0028801542,#B28181
178,104,104,11,0.0028801542,#B26868
178,97,97,11,0.0028801542,#B26161
178,90,90,11,0.0028801542,#B25A5A
178,85,85,11,0.0028801542,#B25555
178,70,70,11,0.0028801542,#B24646
178,63,63,11,0.0028801542,#B23F3F
178,51,51,11,0.0028801542,#B23333
178,44,44,11,0.0028801542,#B22C2C
178,141,141,11,0.0028801542,#B28D8D
177,133,133,11,0.0028801542,#B18585
177,129,129,11,0.0028801542,#B18181
177,80,80,11,0.0028801542,#B15050
177,66,66,11,0.0028801542,#B14242
177,25,25,11,0.0028801542,#B11919
177,18,18,11,0.0028801542,#B11212
177,65,65,11,0.0028801542,#B14141
176,174,174,11,0.0028801542,#B0AEAE
176,165,165,11,0.0028801542,#B0A5A5
176,159,159,11,0.0028801542,#B09F9F
176,138,138,11,0.0028801542,#B08A8A
176,90,90,11,0.0028801542,#B05A5A
176,58,58,11,0.0028801542,#B03A3A
176,47,47,11,0.0028801542,#B02F2F
176,36,36,11,0.0028801542,#B02424
176,10,10,11,0.0028801542,#B00A0A
175,169,169,11,0.0028801542,#AFA9A9
175,163,163,11,0.0028801542,#AFA3A3
175,132,132,11,0.0028801542,#AF8484
175,119,119,11,0.0028801542,#AF7777
175,114,114,11,0.0028801542,#AF7272
175,95,95,11,0.0028801542,#AF5F5F
175,92,92,11,0.0028801542,#AF5C5C
175,77,77,11,0.0028801542,#AF4D4D
175,73,73,11,0.0028801542,#AF4949
175,62,62,11,0.0028801542,#AF3E3E
175,58,58,11,0.0028801542,#AF3A3A
175,52,52,11,0.0028801542,#AF3434
175,47,47,11,0.0028801542,#AF2F2F
175,40,40,11,0.0028801542,#AF2828
175,32,32,11,0.0028801542,#AF2020
175,25,25,11,0.0028801542,#AF1919
174,166,166,11,0.0028801542,#AEA6A6
174,154,154,11,0.0028801542,#AE9A9A
174,153,153,11,0.0028801542,#AE9999
174,144,144,11,0.0028801542,#AE9090
174,129,129,11,0.0028801542,#AE8181
174,126,126,11,0.0028801542,#AE7E7E
174,124,124,11,0.0028801542,#AE7C7C
174,116,116,11,0.0028801542,#AE7474
174,106,106,11,0.0028801542,#AE6A6A
174,101,101,11,0.0028801542,#AE6565
174,96,96,11,0.0028801542,#AE6060
174,92,92,11,0.0028801542,#AE5C5C
174,81,81,11,0.0028801542,#AE5151
174,77,77,11,0.0028801542,#AE4D4D
174,76,76,11,0.0028801542,#AE4C4C
174,62,62,11,0.0028801542,#AE3E3E
174,59,59,11,0.0028801542,#AE3B3B
174,51,51,11,0.0028801542,#AE3333
174,44,44,11,0.0028801542,#AE2C2C
174,39,39,11,0.0028801542,#AE2727
174,38,38,11,0.0028801542,#AE2626
174,34,34,11,0.0028801542,#AE2222
174,29,29,11,0.0028801542,#AE1D1D
174,22,22,11,0.0028801542,#AE1616
174,14,14,11,0.0028801542,#AE0E0E
174,7,7,11,0.0028801542,#AE0707
174,2,2,11,0.0028801542,#AE0202
173,131,131,11,0.0028801542,#AD8383
172,166,166,11,0.0028801542,#ACA6A6
172,164,164,11,0.0028801542,#ACA4A4
172,143,143,11,0.0028801542,#AC8F8F
172,137,137,11,0.0028801542,#AC8989
172,135,135,11,0.0028801542,#AC8787
172,118,118,11,0.0028801542,#AC7676
172,96,96,11,0.0028801542,#AC6060
172,80,80,11,0.0028801542,#AC5050
172,65,65,11,0.0028801542,#AC4141
172,34,34,11,0.0028801542,#AC2222
172,31,31,11,0.0028801542,#AC1F1F
172,22,22,11,0.0028801542,#AC1616
172,21,21,11,0.0028801542,#AC1515
172,7,7,11,0.0028801542,#AC0707
172,6,6,11,0.0028801542,#AC0606
171,163,163,11,0.0028801542,#ABA3A3
171,155,155,11,0.0028801542,#AB9B9B
171,154,154,11,0.0028801542,#AB9A9A
171,117,117,11,0.0028801542,#AB7575
171,53,53,11,0.0028801542,#AB3535
171,49,49,11,0.0028801542,#AB3131
171,45,45,11,0.0028801542,#AB2D2D
171,35,35,11,0.0028801542,#AB2323
171,28,28,11,0.0028801542,#AB1C1C
171,15,15,11,0.0028801542,#AB0F0F
171,12,12,11,0.0028801542,#AB0C0C
170,166,166,11,0.0028801542,#AAA6A6
170,137,137,11,0.0028801542,#AA8989
170,131,131,11,0.0028801542,#AA8383
170,128,128,11,0.0028801542,#AA8080
170,123,123,11,0.0028801542,#AA7B7B
170,105,105,11,0.0028801542,#AA6969
170,101,101,11,0.0028801542,#AA6565
170,80,80,11,0.0028801542,#AA5050
170,64,64,11,0.0028801542,#AA4040
170,27,27,11,0.0028801542,#AA1B1B
170,25,25,11,0.0028801542,#AA1919
170,19,19,11,0.0028801542,#AA1313
170,17,17,11,0.0028801542,#AA1111
170,14,14,11,0.0028801542,#AA0E0E
170,7,7,11,0.0028801542,#AA0707
170,6,6,11,0.0028801542,#AA0606
169,150,150,11,0.0028801542,#A99696
169,140,140,11,0.0028801542,#A98C8C
169,114,114,11,0.0028801542,#A97272
169,82,82,11,0.0028801542,#A95252
169,67,67,11,0.0028801542,#A94343
169,64,64,11,0.0028801542,#A94040
169,59,59,11,0.0028801542,#A93B3B
169,28,28,11,0.0028801542,#A91C1C
168,159,159,11,0.0028801542,#A89F9F
168,152,152,11,0.0028801542,#A89898
168,145,145,11,0.0028801542,#A89191
168,138,138,11,0.0028801542,#A88A8A
168,119,119,11,0.0028801542,#A87777
168,90,90,11,0.0028801542,#A85A5A
168,85,85,11,0.0028801542,#A85555
168,66,66,11,0.0028801542,#A84242
168,51,51,11,0.0028801542,#A83333
168,32,32,11,0.0028801542,#A82020
168,30,30,11,0.0028801542,#A81E1E
168,13,13,11,0.0028801542,#A80D0D
168,9,9,11,0.0028801542,#A80909
167,161,161,11,0.0028801542,#A7A1A1
167,129,129,11,0.0028801542,#A78181
167,65,65,11,0.0028801542,#A74141
167,26,26,11,0.0028801542,#A71A1A
167,13,13,11,0.0028801542,#A70D0D
167,152,152,11,0.0028801542,#A79898
167,145,145,11,0.0028801542,#A79191
167,133,133,11,0.0028801542,#A78585
167,131,131,11,0.0028801542,#A78383
167,126,126,11,0.0028801542,#A77E7E
167,100,100,11,0.0028801542,#A76464
167,94,94,11,0.0028801542,#A75E5E
167,79,79,11,0.0028801542,#A74F4F
167,68,68,11,0.0028801542,#A74444
167,35,35,11,0.0028801542,#A72323
167,27,27,11,0.0028801542,#A71B1B
167,23,23,11,0.0028801542,#A71717
167,17,17,11,0.0028801542,#A71111
167,14,14,11,0.0028801542,#A70E0E
167,3,3,11,0.0028801542,#A70303
166,162,162,11,0.0028801542,#A6A2A2
166,155,155,11,0.0028801542,#A69B9B
166,137,137,11,0.0028801542,#A68989
166,132,132,11,0.0028801542,#A68484
166,122,122,11,0.0028801542,#A67A7A
166,117,117,11,0.0028801542,#A67575
166,104,104,11,0.0028801542,#A66868
166,100,100,11,0.0028801542,#A66464
166,87,87,11,0.0028801542,#A65757
166,85,85,11,0.0028801542,#A65555
166,53,53,11,0.0028801542,#A63535
166,36,36,11,0.0028801542,#A62424
166,34,34,11,0.0028801542,#A62222
166,20,20,11,0.0028801542,#A61414
166,5,5,11,0.0028801542,#A60505
165,161,161,11,0.0028801542,#A5A1A1
165,159,159,11,0.0028801542,#A59F9F
165,158,158,11,0.0028801542,#A59E9E
165,140,140,11,0.0028801542,#A58C8C
165,128,128,11,0.0028801542,#A58080
165,117,117,11,0.0028801542,#A57575
165,102,102,11,0.0028801542,#A56666
165,31,31,11,0.0028801542,#A51F1F
165,21,21,11,0.0028801542,#A51515
165,20,20,11,0.0028801542,#A51414
165,10,10,11,0.0028801542,#A50A0A
165,9,9,11,0.0028801542,#A50909
163,141,141,11,0.0028801542,#A38D8D
163,139,139,11,0.0028801542,#A38B8B
163,122,122,11,0.0028801542,#A37A7A
163,119,119,11,0.0028801542,#A37777
163,110,110,11,0.0028801542,#A36E6E
163,106,106,11,0.0028801542,#A36A6A
163,68,68,11,0.0028801542,#A34444
163,67,67,11,0.0028801542,#A34343
163,62,62,11,0.0028801542,#A33E3E
163,54,54,11,0.0028801542,#A33636
163,51,51,11,0.0028801542,#A33333
163,50,50,11,0.0028801542,#A33232
163,48,48,11,0.0028801542,#A33030
163,43,43,11,0.0028801542,#A32B2B
163,37,37,11,0.0028801542,#A32525
163,29,29,11,0.0028801542,#A31D1D
163,23,23,11,0.0028801542,#A31717
163,12,12,11,0.0028801542,#A30C0C
163,96,96,11,0.0028801542,#A36060
163,82,82,11,0.0028801542,#A35252
162,159,159,11,0.0028801542,#A29F9F
162,157,157,11,0.0028801542,#A29D9D
162,115,115,11,0.0028801542,#A27373
162,82,82,11,0.0028801542,#A25252
